ID,rating,claim description,content,title,content type
1752,MISSING_CONTEXT,Paghahambing ng microenterprises sa PH at US,"Noong panahon ni dating pangulong Marcos ay konti lamang ang mga malalaking shopping Malls sa bansa natin pero ngayon tayo na ang isa sa may pinakamadami at may pinakamalalaking Malls sa buong mundo. Sa USA halos 90% ng negosyo ay micro, pero dito sa atin baliktad na kaya bibihira lang na umaasenso ang mga maliliit na negosyo kasi kinakain lang ito ng mga higanteng korporasyon. Tingnan nyo ang Ilocos Norte priority nila ang mga magsasaka at maliliit na negosyante kaya di basta basta sila pumapayag matayo ng mga Malls sa lugar nila kasi madaming mawawalan ng hanapbuhay tulad ng mga sarisari store at iba pang mga livelihood. Iniiwasan nila ang monopolyo ng malalaking negosyante. Noong panahon ni marcos meron kadiwa store kaya walang laban ang mga malls. KADIWA Former First Lady Imelda Marcos created the KADIWA for our poor people to buy their basic needs. The main purpose of this project is to bring down prices of basic consumer’s goods such as food, by establishing KADIWA Centers and KADIWA Rolling Stores for the most depressed areas in Metro Manila to service the very poor. Bringing cheaper food to the poor family’s door steps hoping to eliminate transportation expenses. She established the KADIWA chains of stores all over the country to create a sure market for farmers’ produce. The KADIWA was not meant to ease out the privately-owned groceries and food retailers but for the government to stabilize, if not reduce, the prices of basic commodities. To ensure that the KADIWA and other retailers would be able to sell their goods to our people at the lowest price, Imelda urged President Marcos to create the Greater Manila Terminal Food Market, Inc. (GMTFMI) in Taguig or more popularly known as FTI. The food terminal sought to provide the basic commodities at subsidized prices to the various KADIWA outlets and private groceries located mostly in Metro Manila. It has storage facilities, food processing center, a centrally refrigerated warehouse complete with chilling rooms, freezer storage, ice plant, blast freezers and refrigerated processing rooms. It has a slaughterhouse, a chicken dressing plant, dry storage and packaging facilities for our export products. About 252 KADIWA centers were established but were sadly ransacked and vandalized after the 1986 EDSA Revolution until it was ordered closed at the instigation of big business. The KADIWA project was abolished by the Cory Aquino government and its vast property in Taguig was sold to the Ayala Group of Companies.",PSSAP MEDIA - Noong panahon ni dating pangulong Marcos ay... | Facebook,Image
1753,MISSING_CONTEXT,Si Ferdinand Marcos ang gumawa ng batas para sa 13th-month pay,,,Image
1754,MISSING_CONTEXT,"Bongbong, Imelda Marcos acquitted of tax evasion",Akala ko mga PINKLAWANG EX JUSTICES lang ang tsismoso... Meron din palang DOKTOR. Fake news pa INQUIRER at TONY LEACHON. Acquitted na sa TAX EVASION ang BBM AT MADAME IMELDA MARCOS noong 2007 pa! RESIBO: https://www.nbcnews.com/id/wbna19212286,Akala ko mga PINKLAWANG EX JUSTICES lang ang tsismoso... Meron din palang DOKTOR. Fake news pa INQUIRER at TONY LEACHON. Acquitted na sa TAX EVASION ang BBM AT MADAME IMELDA MARCOS noong 2007 pa! RESIBO: https://www.nbcnews.com/id/wbna19212286,Image
1755,MISSING_CONTEXT,79.4% of the current COVID-19 deaths in the UK are fully-vaccinated cases,,,Image
1756,MISSING_CONTEXT,Robredo biggest spender among VP candidates in 2016 elections,,,Image
1757,MISSING_CONTEXT,Duterte quote on why Robredo can’t be president,,,Image
1758,MISSING_CONTEXT,"House approves mandatory ROTC bill for Grades 11, 12 in December 2021",,,Image
1759,MISSING_CONTEXT,"House approves mandatory ROTC bill for Grades 11, 12 in December 2021",,,Image
1760,MISSING_CONTEXT,"House approves mandatory ROTC bill for Grades 11, 12 in December 2021",,,Image
1761,MISSING_CONTEXT,Misleading Aquino-Duterte comparison in 'pro-Roxas' page,,,Image
1762,MISSING_CONTEXT,March 2021 survey lists 11 preferred presidential candidates,,,Image
1763,MISSING_CONTEXT,Tony La Viña says Marcos will prevail in disqualification cases,,,Image
1764,MISSING_CONTEXT,Tourism chief Puyat says traveling abroad is but a dream,,,Image
1765,MISSING_CONTEXT,Carpio’s conflicting statements about Panatag Shoal,CARPIO VS CARPIO | How an incoming election change some people like a snake's skin. #1SCAMYAN,CARPIO VS CARPIO | How an incoming... - The Manila Paper | Facebook,Image
1766,MISSING_CONTEXT,Carpio’s conflicting statements about Panatag Shoal,,,Image
1767,MISSING_CONTEXT,"Sinabi ni Robredo, ‘’Pag naging pangulo ako walang magbabago’",,,Image
1768,MISSING_CONTEXT,"Sinabi ni Robredo, ‘’Pag naging pangulo ako walang magbabago’",,,Image
1769,MISSING_CONTEXT,"Sinabi ni Robredo, ‘’Pag naging pangulo ako walang magbabago’",,,Image
1770,MISSING_CONTEXT,"Sinabi ni Robredo, ‘’Pag naging pangulo ako walang magbabago’",,,Image
1771,MISSING_CONTEXT,"Sinabi ni Robredo, ‘’Pag naging pangulo ako walang magbabago’",,,Image
1772,MISSING_CONTEXT,"Sinabi ni Robredo, ‘’Pag naging pangulo ako walang magbabago’",,,Image
1773,MISSING_CONTEXT,"Sinabi ni Robredo, ‘’Pag naging pangulo ako walang magbabago’",,,Image
1774,MISSING_CONTEXT,"Sinabi ni Robredo, ‘’Pag naging pangulo ako walang magbabago’",,,Image
1775,MISSING_CONTEXT,"Sinabi ni Robredo, ‘’Pag naging pangulo ako walang magbabago’",,,Image
1776,MISSING_CONTEXT,"Sinabi ni Robredo, ‘’Pag naging pangulo ako walang magbabago’",,,Image
1777,MISSING_CONTEXT,"Sinabi ni Robredo, ‘’Pag naging pangulo ako walang magbabago’",,,Image
1778,MISSING_CONTEXT,Robredo says she was already helping in Marawi in 2016,,,Image
1779,MISSING_CONTEXT,Robredo says she was already helping in Marawi in 2016,,,Image
1780,MISSING_CONTEXT,Robredo says she was already helping in Marawi in 2016,,,Image
1781,MISSING_CONTEXT,Robredo says she was already helping in Marawi in 2016,,,Image
1782,MISSING_CONTEXT,Robredo says she was already helping in Marawi in 2016,,,Image
1783,MISSING_CONTEXT,Robredo says she was already helping in Marawi in 2016,,,Image
1784,MISSING_CONTEXT,Robredo says she was already helping in Marawi in 2016,,,Image
1785,MISSING_CONTEXT,"Photo showing Marcos-era PH richer than South Korea, Singapore",,,Image
1786,MISSING_CONTEXT,"Photo showing Marcos-era PH richer than South Korea, Singapore",,,Image
1787,MISSING_CONTEXT,"Photo showing Marcos-era PH richer than South Korea, Singapore",,,Image
1788,MISSING_CONTEXT,"Photo showing Marcos-era PH richer than South Korea, Singapore",,,Image
1789,MISSING_CONTEXT,WHO says face shields are not effective,,,Image
1790,MISSING_CONTEXT,"Bohol-Panglao Airport made possible with ‘Build, Build, Build’",,,Image
1791,MISSING_CONTEXT,Chel Diokno a ‘defender’ of the NPA,,,Image
1792,MISSING_CONTEXT,Duterte’s infrastructure spending solved Manila traffic,,,Image
1793,MISSING_CONTEXT,"Bicol International Airport project is under Build, Build, Build",,,Image
1794,MISSING_CONTEXT,Basketball allowed in barangays,,,Image
1795,MISSING_CONTEXT,Basketball allowed in barangays,,,Image
1796,MISSING_CONTEXT,Basketball allowed in barangays,,,Image
1797,MISSING_CONTEXT,10 multi-role response vessels delivered under Duterte,Our coast guard never had it so good until the old man from Davao came to run this government. Look at our Philippine Coast Guard now World Class. A dream come true.,Jay Sonza - Our coast guard never had it so good until the... | Facebook,Image
1798,MISSING_CONTEXT,Pacquiao donates P110M worth of supplies to DOH,,,Image
1799,MISSING_CONTEXT,Tagaytay Skate Park an achievement of DPWH,,,Image
1800,MISSING_CONTEXT,Public needs to pay for blood from Red Cross,,,Image
1801,MISSING_CONTEXT,Isko Moreno arrested for illegal gambling,,,Image
1802,MISSING_CONTEXT,10 dead in Germany after receiving Pfizer vaccine,,,Image
1803,MISSING_CONTEXT,10 dead in Germany after receiving Pfizer vaccine,,,Image
1804,MISSING_CONTEXT,Teachers will be part of vaccination teams,,,Image
1805,MISSING_CONTEXT,10 dead in Germany after receiving Pfizer vaccine,Nou wat nou?,https://www.facebook.com/fatima.abdool.1/posts/10157319192255981,Image
1806,MISSING_CONTEXT,UP Diliman only barangay in PH with no police station,,,Image
1807,MISSING_CONTEXT,Comparison of pandemic aid from US and China,"While the Philippines fight vs Covid... China donates MILLIONS of MEDICAL SUPPLIES & 500,000 VACCINES to help Filipinos & 2,000 SCHOOL TABLETS for Filipino students !! USA donates $18-M in BOMBS for ??? *More bombs in the Philippines mean our neighbors will also buy more bombs! Leading to a DANGEROUS ARMS RACE IN ASIA! #PhChinaFriends #FriendsPartnersAllies #PhProgress",https://www.facebook.com/idsicenter/posts/772653703341804,Image
1808,MISSING_CONTEXT,Ginaya ng South Korea ang disenyo ng Bataan Nuclear Power Plant,,,Image
1809,MISSING_CONTEXT,Pahayag ng Comelec tungkol sa kaso laban kay Marcos,,,Image
1810,MISSING_CONTEXT,Pahayag ng Comelec tungkol sa kaso laban kay Marcos,,,Image
1811,MISSING_CONTEXT,Pahayag ng Comelec tungkol sa kaso laban kay Marcos,,,Image
1812,MISSING_CONTEXT,1986 EDSA People Power caused privatization of gov’t firms,"Dahil sa EDSA.

Dahil sa Edsa 1986, ibinenta ang 67 porsyento ng government owned. Philipines Airlines (asia's oldest carrier) binili pa ito ni dating pangulong marcos, subalit ng mawala siya bigla...",Alleged failings of EDSA,Image
1813,MISSING_CONTEXT,1986 EDSA People Power caused privatization of gov’t firms,,,Image
1814,MISSING_CONTEXT,1986 EDSA People Power caused privatization of gov’t firms,,,Image
1815,MISSING_CONTEXT,1986 EDSA People Power caused privatization of gov’t firms,,,Image
1816,MISSING_CONTEXT,1986 EDSA People Power caused privatization of gov’t firms,,,Image
1817,MISSING_CONTEXT,1986 EDSA People Power caused privatization of gov’t firms,,,Image
1818,MISSING_CONTEXT,1986 EDSA People Power caused privatization of gov’t firms,,,Image
1819,MISSING_CONTEXT,Nilagyan ng mga tagasuporta ni Robredo ng pink sticker ang mga saging,,,Image
1820,MISSING_CONTEXT,Proyekto ni Duterte ang mga bagong bagon ng PNR,,,Image
1821,MISSING_CONTEXT,"Ang MRT-7 ay bahagi ng Build, Build, Build program",,,Video
1822,MISSING_CONTEXT,Duterte says COVID-19 booster shots not needed,,,Video
1823,MISSING_CONTEXT,Duterte says COVID-19 booster shots not needed,,,Video
1824,MISSING_CONTEXT,May nakasampang kaso laban kay Robredo,,,Video
1825,MISSING_CONTEXT,Video of DOH warning against COVID-19 booster shots,,,Video
1826,MISSING_CONTEXT,Fauci says in a leaked email that masks don’t work,,,Video
1827,MISSING_CONTEXT,No SUCs established during 5 administrations after Marcos,,,Video
1828,MISSING_CONTEXT,Nilabag ni Robredo ang election law sa paggamit ng 2016 campaign funds,,,Video
1829,MISSING_CONTEXT,Nilabag ni Robredo ang election law sa paggamit ng 2016 campaign funds,,,Video
1830,MISSING_CONTEXT,Trillanes sold Philippine territory to China,,,Video
1831,MISSING_CONTEXT,‘Yellows’ call for destruction of Marcos houses,,,Video
1832,MISSING_CONTEXT,Si Ferdinand Marcos ang gumawa ng batas para sa 13th-month pay,,,Article
1833,MISSING_CONTEXT,Si Duterte lang ang binigyan ng guard of honor ng Japan,,,Article
1834,MISSING_CONTEXT,Robredo asks staff to use cheap materials for a housing project,,,Article
1835,MISSING_CONTEXT,Comelec releases list of candidates,,,Article
1836,MISSING_CONTEXT,Robredo has no platform of government,,,Article
1837,MISSING_CONTEXT,May nakasampang kaso laban kay Robredo,,,Article
1838,MISSING_CONTEXT,Manila Bay healed by rehabilitation project,,,Article
1839,MISSING_CONTEXT,1Sambayan removes Isko Moreno from nominees list,,,Article
1840,MISSING_CONTEXT,Filipino student's IQ is higher than Einstein's,,,Article
1841,MISSING_CONTEXT,U.S. expected 2.2M COVID-19 deaths – Trump,,,Article
1842,MISSING_CONTEXT,Obama built border cages to separate children – Trump,,,Article
1843,MISSING_CONTEXT,US achieved best carbon emission numbers under Trump,,,Article
1844,MISSING_CONTEXT,Pacquiao used fake diploma to become lieutenant colonel,,,Article
1845,MISSING_CONTEXT,GMA shared fake news on Chinese ships dumping into West PH Sea,,GMA BISTADO ANG FAKE NEWS TUNGKOL SA WEST PHIL.SEA! UPANG SIRAAN SI DUTERTE?,Article
1846,MISSING_CONTEXT,Duterte policy to make Davao Region ‘last priority’ for infrastructure,,,Article
1847,MISSING_CONTEXT,Robredo committed election violation with 2016 campaign funds,,,Article
1848,MISSING_CONTEXT,Robredo committed election violation with 2016 campaign funds,,,Article
1849,MISSING_CONTEXT,Prosecutor Cañete files suit against De Lima anew,,,Article
1850,MISSING_CONTEXT,Philippine economy grows by 11.8%,,PRRD SINAMPAL ANG ECONOMIC GROWTH SA MGA DILAWAN KAHIT SA GITNA NG PANDEMYA! DILAWAN PAHIYA!,Article
1851,MISSING_CONTEXT,Duterte consistent in distributing land to farmers,,,Article
1852,MISSING_CONTEXT,2.7% of Pfizer vaccine recipients are unable to work,,,Article Post
1853,MISSING_CONTEXT,"Senior citizens entitled to P6,000 yearly from DSWD",SA LAHAT PO NG MAY MGA MAGULANG PA 60 YRS OLD PATAAS. PKBSA PO ITO!,https://www.facebook.com/lorna.laguartilla/posts/898062913656530,Image
1854,MISSING_CONTEXT,"Senior citizens entitled to P6,000 yearly from DSWD",,,Image
1855,MISSING_CONTEXT,Walking not allowed under ECQ in Cavite,,,Image
1856,MISSING_CONTEXT,Metro Manila Skyway Stage 3 is Duterte’s legacy,,,Image
1857,MISSING_CONTEXT,Robredo says she was already helping in Marawi in 2016,,,Image
1858,MISSING_CONTEXT,P23-million Southern Leyte bridge built without a river,"23-M vs 28-M sabagay, mas mura parin yung tulay.23-M vs 28-M anyway, the bridge is cheaper.Translated",https://www.facebook.com/RonaldBatoDelaRosaSupporters/posts/1323841687958114,Image
1859,MISSING_CONTEXT,"CCLEx, TPLEx accomplished under Duterte administration",,https://www.facebook.com/annamae.pastor.1/posts/308918700237218,Image
1860,MISSING_CONTEXT,Cory Aquino stopped FTI’s operations after 1986 EDSA revolution,,,Image
1861,MISSING_CONTEXT,Ibinenta ni Cory Aquino ang PAL kay Lucio Tan,HISTORY MUNA TAYO FOR NEW GENERATION. Alam ba ninyo na ang Philippine Airline ay pagmamay -ari noon ng Gobyerno ng Pilipinas sa panahon ni dating President Marcos. Subalit sa kasawiang palad ito ay ibininta ni Cory Aquino noong siya na ang naging presidente ng Pilipinas. At ibininta niya ang Philippine Airline sa kaalyado niyang si Lucio Tan . At alam ba ninyo na si Lucio Tan umutang ng pera sa World Bank para pangbayad at alam ba ninyo na ang Gobyerno ng Pilipinas ang nagbabayad ng utang sa World Bank? Ginigisa lang sa sariling mantika ang sambayanang Pilipino sa mga gamahang kamag anak ni Cory Aquino. At alam ba ninyo na ang NINOY INTERNATIONAL AIRPORT AY PROYEKTO YAN NI DATING PANGULONG MARCOS AT DATI NAKAPANGALAN sa MANILA INTERNATIONAL AIRPORT. PERO PINATAY NILA SI NINOY SA AIRPORT PARA IBINTANG KAY MARCOS AT PINALITAN ANG PANGALAN NG AIRPORT at naging NINOY INTERNATIONAL AIRPORT. . MAY MAGIC ANG DILAWAN DI BA? AT alam ba ninyo unsolved case pa ang pagkamatay ni Ninoy Kahit dalawang AQUINO na ang naging presidente pero hindi nila pinabuksan ang kaso dahil all evidences and witnesses finger point sa kamag-anak lang nila at hindi si Marcos ang nagpapatay. Di ba may misteryuso ang AQUINO? #NEVER_DILAWAN_AGAIN!! Admin : Doris Nellas Dodong Panal,Dolores Nellas - HISTORY MUNA TAYO FOR NEW GENERATION.... | Facebook,Image
1862,MISSING_CONTEXT,Larawan ni Bongbong Marcos sa Oxford University,,A SLAP ON YELLOW LIES. Beware of the yellowtards' fakenews and lies on BBM. Here is the evidence that BBM...,Image
1863,MISSING_CONTEXT,Larawan ni Bongbong Marcos sa Oxford University,,,Image
1864,MISSING_CONTEXT,1986 EDSA People Power caused privatization of gov’t firms,,,Image
1865,MISSING_CONTEXT,1986 EDSA People Power caused privatization of gov’t firms,,,Image
1866,MISSING_CONTEXT,1986 EDSA People Power caused privatization of gov’t firms,,,Image
1867,MISSING_CONTEXT,Philippines lost Scarborough Shoal,,,Video
1868,MISSING_CONTEXT,Robredo committed election violation with 2016 campaign funds,,,Video
1869,MISSING_CONTEXT,Robredo committed election violation with 2016 campaign funds,,,Video
1870,MISSING_CONTEXT,Robredo committed election violation with 2016 campaign funds,,,Video
1871,MISSING_CONTEXT,Nilabag ni Robredo ang election law sa paggamit ng 2016 campaign funds,,,Video
1872,MISSING_CONTEXT,1986 EDSA People Power caused privatization of gov’t firms,,,Video
1873,MISSING_CONTEXT,Filipino student's IQ is higher than Einstein's,,,Article
1874,MISSING_CONTEXT,AstraZeneca’s COVID-19 vaccine causes blood clots,"Ayon sa sabi sabi 2years lang daw ang itatagal mo, pero sa iba wala pang 2years eh. Condolences sa family nang nasampolan 😭 FULL EXPOSE👉🏻👉🏻https://bit.ly/3rsMCqs ctto",EZ MiL - Ayon sa sabi sabi 2years lang daw ang itatagal... | Facebook,Article Post
